Assistente;indice;link;data;titulo;primeiro paragrafo;tematica;tribo;regiao;estado;municipio
Julia Aroni Silva ;421;https://operacaocovid19.defesa.gov.br/noticias/noticia/1160;12/05/2020;DECEA realiza ações de prevenção e enfrentamento ao Coronavírus por todo país;Com os impactos da pandemia da COVID-19, nas Organizações Militares do Departamento de Controle do Espaço Aéreo (DECEA) foram instauradas mudanças em prol da segurança do efetivo. Medidas foram implementadas pelo DECEA, como o uso de máscaras, utilização de álcool em gel para higienização das mãos, aferição da temperatura, desinfecção das áreas internas e externas e das viaturas que transportam o efetivo, alteração das rotinas do rancho com distanciamento das mesas, além do afastamento dos grupos de risco das atividades laborais.;Apoio de Saúde;;Sudeste;RJ;Rio de Janeiro
;;;;;;;;Sudeste;SP;São Paulo
Julia Aroni Silva ;422;https://operacaocovid19.defesa.gov.br/noticias/noticia/1161;12/05/2020;Ala 12 realiza entrega de kits de alimentação às famílias atendidas pelo PROFESP;No dia 8 de maio, a Ala 12 - Base Aérea de Santa Cruz, localizada no Rio de Janeiro, iniciou a distribuição de 80 kits de alimentação às famílias dos alunos atendidos pelo Programa Forças no Esporte (PROFESP).;Alimentação;;Sudeste;RJ;Rio de Janeiro
Julia Aroni Silva ;423;https://operacaocovid19.defesa.gov.br/noticias/noticia/1162;11/05/2020;HIGIENIZAÇÃO DAS INSTALAÇÕES DAS UNIDADES DE PRONTO ATENDIMENTO E DO CENTRO DE TESTAGEM DA COVID-19;Prosseguindo nas ações estabelecidas pelo Comando Conjunto Norte, visando ao controle da pandemia do novo coronavírus (COVID-19), militares do 24° Batalhão de Infantaria de Selva (24° BIS) realizaram, em parceria com a Secretaria Estadual de Saúde, ações de higienização nas instalações das Unidades de Pronto Atendimento (UPA) dos bairros do Bacanga e do Vinhas, bem como no Centro de Testagem da COVID-19, na capital maranhense.;Higienização;;Nordeste;MA;São Luís
Julia Aroni Silva ;424;https://operacaocovid19.defesa.gov.br/noticias/noticia/1163;11/05/2020;24° BIS REALIZA HIGIENIZAÇÃO DE UNIDADES DE PRONTO ATENDIMENTO EM SÃO LUÍS/MA;Militares do 24° Batalhão de Infantaria de Selva (24° BIS) em parceria com a Secretaria Estadual de Saúde, ainda no contexto do combate ao novo coronavírus, realizaram ações de higienização nas instalações das Unidades de Pronto Atendimento (UPA), desta vez nos bairros do Araçagy e Cidade Operária, na capital maranhense.;Higienização;;Nordeste;MA;São Luís
Julia Aroni Silva ;425;https://operacaocovid19.defesa.gov.br/noticias/noticia/1164;09/05/2020;Alunos do Programa Forças no Esporte recebem kits de alimentação da Marinha, em Belém-PA;A Marinha do Brasil, por meio do Centro de Instrução Almirante Braz de Aguiar e do 2º Batalhão de Operações Ribeirinhas, realizou, nos dias 28 de abril e 6 de maio, a distribuição de cestas básicas para familiares dos alunos que participam do Programa Forças no Esporte (Profesp), em Belém-PA. A distribuição, que faz parte das ações de enfrentamento à Covid-19, ocorreu nas Escolas Municipais Walter Leite Caminha, República de Portugal, Palmira Lins de Carvalho, José Alves Cunha, Parque Bolonha, Santana no Aurá, Gabriel Lage da Silva e Escola Estadual João Carlos Batista.;Alimentação;;Norte;PA;Belém
Julia Aroni Silva ;426;https://operacaocovid19.defesa.gov.br/noticias/noticia/1165;11/05/2020;DESINFECÇÃO DA RODOVIÁRIA E DE UNIDADE BASICA DE SÁUDE;No atual contexto e seguindo as diretrizes do Comando Conjunto Oeste para controle da pandemia COVID-19, no período de 5 a 8 de maio, a 4ª Brigada de Cavalaria Mecanizada, Força Terrestre Componente Guaicurus, por intermédio do seu Esquadrão de Comando, realizou a desinfecção das áreas internas e externas da Rodoviária e da Unidade Básica de Saúde (UBS) do Jardim Santo André, ambos em Dourados. A atividade representa, mais uma medida de prevenção e combate ao novo coronavírus.;Higienização;;Centro-Oeste;MS;Dourados
Julia Aroni Silva ;427;https://operacaocovid19.defesa.gov.br/noticias/noticia/1166;12/05/2020;REGIMENTO REALIZA ENTREGA DE CESTAS BÁSICAS A ALUNOS DO PROFESP;"A 4ª Brigada de Cavalaria Mecanizada (4ª Bda C Mec), ""Força Terrestre Guaicurus"", seguindo determinações do Comando Conjunto Oeste, quanto ao controle e combate à COVID-19, por intermédio do 10° Regimento de Cavalaria Mecanizado (10° RCMec), Regimento Antônio João, realizou no dia 9 de maio do corrente ano, a entrega de cestas básicas a alunos do Programa Forças no Esporte (PROFESP) do Ministério da Defesa.";Alimentação;;Centro-Oeste;MS;Bela Vista
Julia Aroni Silva ;428;https://operacaocovid19.defesa.gov.br/noticias/noticia/1167;09/05/2020;Escola de Aprendizes-Marinheiros do Espírito Santo realiza entrega de kits alimentação às famílias das crianças do Profesp;A Escola de Aprendizes-Marinheiros do Espírito Santo (EAMES) realizou, no dia 29 de abril, sob orientação dos Ministérios da Defesa e da Cidadania, a entrega de kits alimentação às famílias das crianças beneficiadas pelo Programa Forças no Esporte (Profesp).;Alimentação;;Sudeste;ES;Vila Velha
Julia Aroni Silva ;429;https://operacaocovid19.defesa.gov.br/noticias/noticia/1168;12/05/2020;BATALHÃO INICIA TREINAMENTO PARA EMPREGO NO COMBATE À PANDEMIA DA COVID-19;Com uma Força-Tarefa nível Subunidade, a FT Saúde, realiza exercícios das seguintes atividades: apronto-operacional, operação de busca e apreensão, operação de controle de distúrbios, posto de bloqueio e controle de vias, posto de segurança estático, descontaminação de pessoal, viaturas e Instalações e adestramento dos padioleiros de contingência.;Coordenação;;Sul;RS;Alegrete
Julia Aroni Silva ;430;https://operacaocovid19.defesa.gov.br/noticias/noticia/1169;11/05/2020;SEGURANÇA E DESINFECÇÃO DO AEROPORTO INTERNACIONAL PRESIDENTE CASTRO PINTO;Cumprindo diretrizes do Comando Conjunto Rio Grande do Norte e Paraíba (Cmdo Cj RN/PB), a tropa do 16º Regimento de Cavalaria Mecanizado, em conjunto com a Marinha do Brasil (3º Distrito Naval) e a Aeronáutica (ALA 10), realizou no sábado, 9 de maio, a segurança e a desinfecção do Aeroporto Internacional Presidente Castro Pinto, em João Pessoa/PB.;Higienização;;Nordeste;PB;João Pessoa
Julia Aroni Silva ;431;https://operacaocovid19.defesa.gov.br/noticias/noticia/1170;12/05/2020;Forças Armadas desinfectam presídios no Distrito Federal e no Rio de Janeiro;Para auxiliar na prevenção e no enfrentamento ao novo coronavírus no sistema carcerário, o Comando Conjunto Planalto deu continuidade, nesta terça-feira (12), à descontaminação da Penitenciária do Distrito Federal I (PDF I). A descontaminação das quatro alas que compõem o Bloco D da penitenciária foi feita por 70 militares do Grupamento de Fuzileiros Navais de Brasília (GptFNB) e do Exército Brasileiro.;Higienização;;Sudeste;RJ;Rio de Janeiro
;;;;;;;;Centro-Oeste;DF;Brasília
Julia Aroni Silva ;432;https://operacaocovid19.defesa.gov.br/noticias/noticia/1171;11/05/2020;PIONEIRO DA ARTILHARIA BRASILEIRA REALIZA HIGIENIZAÇÃO DE ÁREAS PÚBLICAS EM MARABÁ/PA;No dia 10 de maio, o 1° Grupo de Artilharia de Campanha de Selva (1° GAC Sl), coordenado pela 23ª Brigada de Infantaria de Selva, no contexto da operação COVID-19, realizou a higienização de pontos de ônibus, bancos públicos e passarela de pedestres no bairro Cidade Nova, com o objetivo de contribuir no combate à propagação e prevenção ao coronavirus nesses locais de grande circulação de pessoas.;Higienização;;Norte;PA;Marabá
Julia Aroni Silva ;433;https://operacaocovid19.defesa.gov.br/noticias/noticia/1172;11/05/2020;DISTRIBUIÇÃO DE CESTAS BÁSICAS NO INTERIOR DO RIO GRANDE DO SUL;Nos dias 7 e 8 de maio, militares do 9º Batalhão de Infantaria Motorizado realizaram o carregamento de 3.370 cestas básicas em apoio à 5ª Coordenadoria Regional de Educação de Pelotas – 5ª CRE, para a distribuição às crianças das escolas estaduais da região.;Alimentação;;Sul;RS;Pelotas
Julia Aroni Silva ;434;https://operacaocovid19.defesa.gov.br/noticias/noticia/1173;11/05/2020;MILITARES PROSSEGUEM NOS TRABALHOS DE DESINFECÇÃO DE LOCAIS DE GRANDE CIRCULAÇÃO NOS ESTADOS DO NORDESTE;Na noite de 29 de abril, como parte da Operação COVID-19, a 10ª Região Militar, integrante do Comando Conjunto Nordeste, realizou uma ação de desinfecção no Terminal de Integração do Antônio Bezerra, em Fortaleza (CE), em áreas de grande fluxo de pessoas. O objetivo da operação foi contribuir para a contenção e mitigação dos impactos causados pelo novo coronavírus,;Higienização;;Nordeste;CE;Fortaleza
Julia Aroni Silva ;435;https://operacaocovid19.defesa.gov.br/noticias/noticia/1174;12/05/2020;Marinha do Brasil realiza descontaminação no Hospital Manoel Victorino, em Salvador-BA;Em apoio à Secretaria de Saúde do Estado da Bahia, nos dias 7 e 8 de maio, militares da Equipe de Resposta Nuclear, Biológica, Química e Radiológica do Grupamento de Fuzileiros Navais de Salvador (GptFNSa), subordinado ao Comando do 2º Distrito Naval (Com2ºDN), realizaram a descontaminação biológica nas áreas do Hospital Manoel Victorino, localizado em Salvador-BA.;Higienização;;Nordeste;BA;Salvador
Julia Aroni Silva ;436;https://operacaocovid19.defesa.gov.br/noticias/noticia/1175;11/05/2020;REGIMENTO FLORIANO HIGIENIZA ACADEMIAS AO AR LIVRE EM MARABÁ (PA);No dia 8 de maio, o 1º Grupo de Artilharia de Selva (1° GAC Sl), coordenado pela 23ª Bda Inf Sl, no contexto da operação COVID-19, realizou a higienização de academias ao ar livre no bairro Nova Marabá, com o objetivo de contribuir no combate e prevenção ao coronavírus nesses locais de grande circulação de pessoas.;Higienização;;Norte;PA;Marabá
Julia Aroni Silva ;437;https://operacaocovid19.defesa.gov.br/noticias/noticia/1176;11/05/2020;DESINFECÇÃO EM HOSPITAL FEDERAL NO RIO DE JANEIRO;No dia 8 de maio, o 1º Batalhão de Defesa Química, Biológica, Radiológica e Nuclear (1º Btl DQBRN) foi empregado pelo Comando Conjunto Leste na desinfecção das instalações de mais um hospital vinculado ao Ministério da Saúde (MS), reforçando a prevenção e o combate ao novo Coronavírus.;Higienização;;Sudeste;RJ;Rio de Janeiro
Julia Aroni Silva ;438;https://operacaocovid19.defesa.gov.br/noticias/noticia/1177;13/05/2020;Forças Armadas mantêm forte atuação contra a Covid-19;A atuação das Forças Armadas nas ações de enfrentamento à COVID-19 estende-se por todo o País. Na capital de Roraima, a Operação Acolhida recebeu, na Base Aérea, materiais de apoio para ampliar a capacidade de atuação da Área de Proteção e Cuidados. Na logística, foram utilizadas aeronaves Hércules (C-130), disponibilizadas pela Força Aérea Brasileira.;Apoio de Saúde;;Norte;RR;Boa Vista
Julia Aroni Silva ;439;https://operacaocovid19.defesa.gov.br/noticias/noticia/1178;13/05/2020;HOSPITAL FEDERAL DA LAGOA RECEBE DESTACAMENTO DO 1º BTL DQBRN.;No dia 12 de maio, o 1º Batalhão de Defesa Química, Biológica, Radiológica e Nuclear (1º Btl DQBRN) foi empregado pelo Comando Conjunto Leste na desinfecção de instalações em mais um hospital vinculado ao Ministério da Saúde (MS), reforçando as ações de prevenção e combate ao novo Coronavírus.;Higienização;;Sudeste;RJ;Rio de Janeiro
Julia Aroni Silva ;440;https://operacaocovid19.defesa.gov.br/noticias/noticia/1179;13/05/2020;FAB transporta equipamentos hospitalares para Boa Vista (RR);A Força Aérea Brasileira (FAB) realizou, nessa terça-feira (12), missão de Transporte Aéreo Logístico em apoio à Operação COVID-19. Uma aeronave C-130 Hércules, pertencente ao Primeiro Esquadrão do Primeiro Grupo de Transporte (1°/1° GT) – Esquadrão Gordo, transportou dois módulos para sistema de geração de vácuo e de ar comprimido padrão medicinal, projetados para uso em hospitais. A carga pesava mais de 4 toneladas.;Apoio Logístico;;Norte;RR;Boa Vista
Julia Aroni Silva ;441;https://operacaocovid19.defesa.gov.br/noticias/noticia/1180;14/05/2020;Desinfecção não especializada na fundação casa da cultura de Marabá.;No dia 13 de maio, o 1° Grupo de Artilharia de Campanha de Selva, sob coordenação da 23ª Brigada de Infantaria de Selva, no contexto da operação COVID-19, realizou a desinfecção não especializada da Fundação Casa da Cultura de Marabá, no bairro Nova Marabá. A ação teve por finalidade prevenir os riscos de contaminação e propagação do coronavírus.;Higienização;;Norte;PA;Marabá
Julia Aroni Silva ;442;https://operacaocovid19.defesa.gov.br/noticias/noticia/1181;14/05/2020;Empresa catarinense da Base Industrial de Defesa dá início à produção de respiradores;A Base Industrial de Defesa (BID) atendeu ao chamado do Ministério da Defesa (MD) e promove várias iniciativas para colaborar com o governo federal no combate à COVID-19. No estado de Santa Catarina, uma grande empresa de Defesa finalizou o primeiro respirador no último sábado (09). A meta é produzir entre 500 de mil unidades por mês. Outra empresa catarinense confeccionou e entregou 40 mil máscaras face shield.;Apoio de Saúde;;Sul;SC;
Julia Aroni Silva ;443;https://operacaocovid19.defesa.gov.br/noticias/noticia/1182;14/05/2020;HOSPITAL GERAL DO RIO DE JANEIRO RECEBE ESTRUTURA DO HOSPITAL DE CAMPANHA E AMPLIA DISPONIBILIDADE DE LEITOS;Com o propósito de ampliar o atendimento à família militar durante a pandemia do coronavírus, foi montado no Hospital Geral do Rio de Janeiro (HGeRJ), na Vila Militar, um Hospital de Campanha (H Cmp) que aumentará o número de leitos disponíveis na unidade de saúde.;Apoio de Saúde;;Sudeste;RJ;Rio de Janeiro
Julia Aroni Silva ;444;https://operacaocovid19.defesa.gov.br/noticias/noticia/1183;14/05/2020;PARQUE REGIONAL DE MANUTENÇÃO DA 10ª REGIÃO MILITAR REALIZOU A DESCONTAMINAÇÃO DO CENTRO DE HEMATOLOGIA E HEMOTERAPIA DO CEARÁ;No dia 12 de maio, uma equipe do Parque Regional de Manutenção/10 (Pq R Mnt/10), especializada em Defesa Química, Biológica, Radiológica e Nuclear (DQBRN), realizou a descontaminação do Centro de Hematologia e Hemoterapia do Ceará (HEMOCE).;Higienização;;Nordeste;CE;Fortaleza
Larissa Gabriely Oliveira Nascimento ;445;https://operacaocovid19.defesa.gov.br/noticias/noticia/1184;14/05/2020;Militares reforçam desinfecção em áreas de acesso comum por todo o País;Para combater a disseminação do novo coronavírus as Forças Armadas intensificaram as desinfecções das áreas comuns de diversas localidades por todo o País. Uma das igrejas mais tradicionais de Belém, no Pará, a Basílica Santuário Nossa Senhora de Nazaré, construída em estilo neoclássico, teve suas áreas internas e externas descontaminadas por cerca de 50 militares.;Inspeções Sanitárias;;Norte;PA;Belém
Larissa Gabriely Oliveira Nascimento ;448;https://operacaocovid19.defesa.gov.br/noticias/noticia/1187;15/05/2020;12ª COMPANHIA DE ENGENHARIA DE COMBATE LEVE REALIZA DOAÇÃO DE ALIMENTOS;"No dia 14 de maio, a 12ª Companhia de Engenharia de Combate Leve (12ª Cia E Cmb L) realizou a doação de alimentos não-perecíveis ao “Lar da Criança Irmã Júlia”.

Os militares da subunidade arrecadaram 523 kg de alimentos, em campanha realizada pelo público interno.

O “Lar da Criança Irmã Júlia” é uma entidade filantrópica, fundada em 28 de abril de 1959, por Maria Benedita Cabral San Martin, que buscava proporcionar um lar às crianças órfãs do município de Pindamonhangaba.";Alimentação;;Sudeste;SP;Pindamonhangaba
Larissa Gabriely Oliveira Nascimento ;449;https://operacaocovid19.defesa.gov.br/noticias/noticia/1188;13/05/2020;Capitania dos Portos do Rio Grande do Norte realiza ações de inspeção naval e de conscientização sobre o coronavírus;"A Capitania dos Portos do Rio Grande do Norte (CPRN) intensificou, no dia 9 de maio, as ações de inspeção naval na Lagoa do Bonfim, no município de Nísia Floresta-RN. Durante a inspeção naval, além da fiscalização do tráfego aquaviário, os militares orientaram tripulantes das embarcações vistoriadas e integrantes da comunidade marítima sobre o enfrentamento ao coronavírus.

Na oportunidade, foram abordados assuntos como as medidas preventivas, modos de transmissão do vírus e cuidados a serem tomados com os grupos considerados de risco.";Inspeções Sanitárias;;Norte;RN;Nísia Florresta
Larissa Gabriely Oliveira Nascimento ;450;https://operacaocovid19.defesa.gov.br/noticias/noticia/1189;13/05/2020;Hospital de Campanha do Guarujá é inaugurado na Base Aérea de Santos (BAST);O Hospital de Campanha de Guarujá (HCAMP GJA), montado no interior do hangar operacional da Base Aérea de Santos (BAST), para o acolhimento e o tratamento de pacientes acometidos com a COVID-19, foi inaugurado no dia 8 de maio. A partir de uma parceria entre a Prefeitura Municipal de Guarujá (SP) e a Força Aérea Brasileira (FAB), o projeto teve início em março, quando formalizado pedido de utilização das instalações da BAST, via Comando Conjunto Sudeste (CMDO Cj SE), para o Estado-Maior Conjunto das Forças Armadas (EMCFA), responsável pela Operação COVID-19. As atividades de montagem das estruturas tiveram início na primeira semana de abril.;Apoio Logístico;;Sudeste;SP;Guarujá
Larissa Gabriely Oliveira Nascimento ;451;https://operacaocovid19.defesa.gov.br/noticias/noticia/1190;15/05/2020;Comunidades indígenas recebem mais de 3 mil cestas básicas entregues pelas Forças Armadas;Até o momento, mais de 3 mil cestas básicas foram distribuídas. Só no Pará, por meio da Operação Trincheira, que integra a Operação COVID-19, cerca de 2,6 mil cestas foram levadas até aldeias de diversas etnias. O Comando Conjunto Amazônia também apoiou comunidades próximas ao município de São Gabriel da Cachoeira, no Amazonas, com a entrega de kits de alimentação.;Indígena;Querari, Jutica, Açaí, Taracuá Ponta, Yauaratê Ponta, Jacaré e Maturacá;Norte;AM;São Gabriel da Cachoeira
Larissa Gabriely Oliveira Nascimento ;452;https://operacaocovid19.defesa.gov.br/noticias/noticia/1191;15/05/2020;44º BATALHÃO DE INFANTARIA MOTORIZADO REALIZA A SEGUNDA ETAPA DA ENTREGA DE KITS DE ALIMENTOS ÀS FAMÍLIAS DE JOVENS E CRIANÇAS ASSISTIDOS PELO PROFESP;No dia 13 de maio, foi realizada a segunda etapa da distribuição de kits de alimentos doados às famílias de crianças e jovens assistidas pelo 44º Batalhão de Infantaria Motorizado (44º BIMtz), por meio do Programa Forças no Esporte (PROFESP).;Alimentação;;Centro-Oeste;MT;Cuiabá
Larissa Gabriely Oliveira Nascimento ;453;https://operacaocovid19.defesa.gov.br/noticias/noticia/1192;15/05/2020;COMANDO DE FRONTEIRA RIO NEGRO/5° BATALHÃO DE INFANTARIA DE SELVA REALIZA DESCONTAMINAÇÃO DIÁRIA DE AERONAVES, BAGAGENS E MATERIAIS QUE CHEGAM A SÃO GABRIEL DA CACHOEIRA (AM);Seguindo orientações do Comando da 2ª Brigada de Infantaria de Selva (2ª Bda Inf Sl), o Comando de Fronteira Rio Negro/5° Batalhão de Infantaria de Selva (Cmdo Fron RN/5° BIS) tem realizado a descontaminação diária de aeronaves, bagagens, além de materiais que chegam à Guarnição de São Gabriel da Cachoeira pelo Porto Fluvial de Camanaus, Aeroporto e Destacamento da Aeronáutica, a fim de se evitar o contágio pela COVID-19.;Higienização;;Norte;AM;São Gabriel da Cachoeira
Larissa Gabriely Oliveira Nascimento ;454;https://operacaocovid19.defesa.gov.br/noticias/noticia/1193;14/05/2020;Centro de Instrução Almirante Milcíades Portela Alves realiza entrega de cestas básicas a famílias dos alunos;O Centro de Instrução Almirante Milcíades Portela Alves (CIAMPA) iniciou, no dia 12 de maio, a entrega de cestas de alimentos para famílias dos alunos do Curso de Formação de Soldados Fuzileiros Navais.;Alimentação;;Sudeste;RJ;Rio de Janeiro
Larissa Gabriely Oliveira Nascimento ;455;https://operacaocovid19.defesa.gov.br/noticias/noticia/1194;15/05/2020;COMANDO CONJUNTO LESTE REALIZOU A DESINFECÇÃO DAS DEPENDÊNCIAS DE HOSPITAIS NO RIO DE JANEIRO;No dia 12 de maio, o Comando Conjunto Leste (Cmdo Cj L) realizou a desinfecção das dependências do Hospital Federal dos Servidores (HFS) e do Hospital Federal da Lagoa (HFL), no Rio de Janeiro.;Higienização;;Sudeste;RJ;Rio de Janeiro
Larissa Gabriely Oliveira Nascimento ;456;https://operacaocovid19.defesa.gov.br/noticias/noticia/1195;15/05/2020;COMGEP realiza mais uma etapa da Campanha de Doação de Sangue em Brasília (DF);O Comando-Geral do Pessoal (COMGEP) realizou, nessa quarta-feira (13/05), em Brasília (DF), mais uma etapa da Campanha “Você era a gota que faltava. Doe Sangue. Doe Vida”. A Campanha, que iniciou em agosto de 2017, vem mantendo seu ciclo mensal de doações junto ao Hemocentro de Brasília.;Apoio de Saúde;;Centro-Oeste;DF;Brasília
Larissa Gabriely Oliveira Nascimento ;457;https://operacaocovid19.defesa.gov.br/noticias/noticia/1196;17/05/2020;Bancos de sangue de todo o Brasil contam com doações de militares das Forças Armadas;A doação de sangue é uma prática comum entre os militares das Forças Armadas e incentivada nas organizações militares. No atual cenário, a iniciativa ganhou ainda mais relevância. Na Região Sul, foram realizadas mais de 3 mil doações de sangue desde o começo da Operação Covid-19, em 20 de março, por militares das três Forças de Defesa.;Apoio de Saúde;;Centro-Oeste;DF;Brasília
Larissa Gabriely Oliveira Nascimento ;458;https://operacaocovid19.defesa.gov.br/noticias/noticia/1197;15/05/2020;Militares do Comando do 5º Distrito Naval preparam refeições pela Operação “Covid-19”;A Marinha do Brasil (MB) tem atuado com “serenidade e firmeza” durante o combate à pandemia por meio da Operação “Covid-19”. Em Rio Grande-RS, diariamente, militares do Comando do 5º Distrito Naval (Com5ºDN) preparam 120 refeições para distribuição aos cidadãos acolhidos no Centro de Eventos da cidade. A Prefeitura Municipal do Rio Grande, que fornece os alimentos, solicitou a parceria da MB à Rede Acolher, desenvolvida neste período de enfrentamento ao coronavírus.;Alimentação;;Sul;RS;Rio Grande
Larissa Gabriely Oliveira Nascimento ;459;https://operacaocovid19.defesa.gov.br/noticias/noticia/1198;15/05/2020;Comando Conjunto Leste coordena doações para os beneficiados do Programa Forças no Esporte;No dia 13 de maio, o Comando Conjunto Leste (Cmdo Cj L), por meio do Centro de Preparação de Oficiais da Reserva do Rio de Janeiro (CPOR/RJ) e do 38º Batalhão de Infantaria (38º BI), sediado em Vila Velha (ES), realizou a doação de kits de alimentação aos beneficiados do Programa Forças no Esporte (PROFESP) e do Projeto João do Pulo (PJP), conduzidos nas dependências das unidades militares.;Alimentação;;Sudeste;RJ;Rio de Janeiro
Larissa Gabriely Oliveira Nascimento ;460;https://operacaocovid19.defesa.gov.br/noticias/noticia/1199;15/05/2020;Em Corumbá (MS), Comando Conjunto Oeste realiza descontaminação de Ginásio Poliesportivo, para a Caixa Econômica Federal atender beneficiários do Auxílio Emergencial;No dia 14 de maio, o Comando Conjunto Oeste (C Cj Oeste), por meio da Força Naval Componente e da Força Terrestre Componente Pantanal, empregou militares da Marinha do Brasil e do Exército Brasileiro para realizar ações de descontaminação preventiva do Ginásio Poliesportivo Lucílio de Medeiros, a fim de combater a proliferação do novo coronavírus, uma vez que a Caixa Econômica Federal (CEF) dará atendimento ao público no local.;Higienização;;Sul;MS;Corumbá
Larissa Gabriely Oliveira Nascimento ;461;https://operacaocovid19.defesa.gov.br/noticias/noticia/1200;14/04/2020;PAME-RJ distribui cestas básicas a famílias atendidas pelo PROFESP;O Parque de Material de Eletrônica da Aeronáutica do Rio de Janeiro (PAME-RJ) fez a distribuição, no dia 5 de maio, de 41 cestas básicas a familiares de alunos do Programa Forças no Esporte (PROFESP), respeitando os cuidados e as orientações para a prevenção da COVID-19, com a utilização de máscaras, a distância entre as pessoas, aplicação de álcool em gel e aferição da temperatura ao chegarem ao local.;Alimentação;;Sudeste;RJ;Rio de Janeiro
Larissa Gabriely Oliveira Nascimento ;462;https://operacaocovid19.defesa.gov.br/noticias/noticia/1201;17/05/2020;Atividades das Forças Armadas refletem proteção e apoio à população;A Operação Covid-19, deflagrada pelo Ministério da Defesa, por meio das Forças Armadas, caminha para o segundo mês de atividades, com os militares empenhados em manter locais públicos desinfectados e em prestar apoio à população mais vulnerável. Nesse sentido, em Santa Maria (RS), o Centro de Adestramento Sul higienizou ambientes e materiais do posto de vacinação da Associação Comunitária do Núcleo Habitacional Tancredo Neves. Em Rondônia, no município de Guajará-Mirim, o 6° Batalhão de Infantaria de Selva capacitou moradores locais para atuarem nas ações de enfrentamento ao novo coronavírus.;Higienização;;Centro-Oeste;DF;Brasília
Larissa Gabriely Oliveira Nascimento ;463;https://operacaocovid19.defesa.gov.br/noticias/noticia/1202;18/05/2020;Marinha do Brasil finaliza operação de descontaminação no Hospital Santo Antônio, em Salvador-BA;Em uma iniciativa do Comando Conjunto Bahia, nos dias 11 e 12 de maio, militares da Equipe de Resposta Nuclear, Biológica, Química e Radiológica do Grupamento de Fuzileiros Navais de Salvador, subordinado ao Comando do 2º Distrito Naval, concluíram uma nova etapa da operação de descontaminação biológica nas instalações do Hospital Santo Antônio, que integra a Instituição Obras Sociais Irmã Dulce.;Higienização;;Nordeste;BA;Salvador
Larissa Gabriely Oliveira Nascimento ;464;https://operacaocovid19.defesa.gov.br/noticias/noticia/1203;18/05/2020;O Comando Conjunto Leste realizou a desinfecção de todas as áreas comuns do Complexo de Abrigos Stella Maris, na Ilha do Governador;O Comando Conjunto Leste (Cmdo Cj L), em parceria com a Prefeitura do Estado do Rio de Janeiro, promoveu, no dia 14 de maio, mais uma ação de combate ao novo Coronavírus.;Higienização;;Sudeste;RJ;Rio de Janeiro
Larissa Gabriely Oliveira Nascimento ;465;https://operacaocovid19.defesa.gov.br/noticias/noticia/1204;18/05/2020;Capacitação de militares em ações de combate à pandemia do COVID-19;Entre os dias 27 de abril e 12 de maio, o 10º Batalhão de Infantaria Leve - Montanha, capacitou militares para ações de combate à pandemia do COVID-19. Esses militares formados somam seus esforços aos Oficiais e Sargentos de Saúde do Décimo de Montanha na batalha diária contra a pandemia.;Indústria de Defesa;;Sudeste;MG;Juiz de Fora
Larissa Gabriely Oliveira Nascimento ;466;https://operacaocovid19.defesa.gov.br/noticias/noticia/1205;18/05/2020;Regiões de fronteira recebem atenção com medidas de contenção à Covid-19;As áreas de fronteiras do País recebem apoio das Forças Armadas nas ações de enfrentamento ao novo coronavírus. Em Corumbá, no Mato Grosso do Sul, na divisa do Brasil com a Bolívia, 52 militares da Marinha e do Exército desinfectaram as áreas internas e externas do Ginásio Esportivo do município. O local servirá como centro de atendimento da Caixa Econômica Federal, devido à cidade contar com apenas uma agência da instituição financeira que faz o pagamento do benefício emergencial.;Higienização;;Centro-Oeste;DF;Brasília
Larissa Gabriely Oliveira Nascimento ;467;https://operacaocovid19.defesa.gov.br/noticias/noticia/1206;18/05/2020;Marinha realiza descontaminação no maior Porto do Pará;Dando continuidade às ações de combate ao novo coronavírus no Pará, a Marinha realizou, no dia 14 de maio, a descontaminação do Porto de Vila do Conde, considerado o maior do Estado, localizado no município de Barcarena-PA. A ação da Equipe de Resposta Nuclear, Biológica, Química e Radiológica (EqpRspNBQR) do Comando do 4º Distrito Naval teve como foco a desinfecção de alojamentos, banheiros, salas administrativas, contêineres, refeitório, corredores e escadas, além de diversas áreas externas.;Higienização;;Norte;PA;Bacaracena
Larissa Gabriely Oliveira Nascimento ;468;https://operacaocovid19.defesa.gov.br/noticias/noticia/1207;19/05/2020;Em Marabá, militares seguem no combate ao novo coronavírus;De 8 a 15 de maio, o 52º Batalhão de Infantaria de Selva (52° BIS) realizou patrulhas de higienização e limpeza em áreas comuns na cidade de Marabá no Pará. Foram higienizadas as áreas do aeroporto João Correa da Rocha, da Feira Comercial no bairro Laranjeiras, também áreas do Hospital Unimed de Marabá e diversas praças e pontos de ônibus do Núcleo Cidade Nova, do bairro São Félix e do bairro Novo Horizonte. O 52° BIS realiza essas atividades que são substanciais no combate a pandemia e atua diariamente no combate à COVID-19 com o objetivo de preservar a saúde da sociedade;Higienização;;Norte;PA;Marabá
