Compra,Modalidade da Compra,Processo,Código da UASG,Nome da UASG,Município/UF,Objeto,Itens,Contratos,Valor Total da Compra
13/2020,Dispensa de Licitação,6429800414202049,160296,COMANDO BRIGADA INFANTARIA PARAQUEDISTA/RJ,Rio de Janeiro/RJ,"AQUISIÇÃO DE INSUMOS PARA CONFECÇÃO DE MÁSCARAS PELAS OM 20º B LOG PQDT E BDOMPSA EM PROL DO COMBATE À CONTAMINAÇÃO DO CORONAVÍRUS, CAUSADOR DA COVID-19.",3,0,6352
23/2020,Dispensa de Licitação,64140004061202086,160274,25 BATALHAO LOGISTICO(ES)-RJ,Rio de Janeiro/RJ,"AQUISIÇÃO DE INSUMOS PARA PRODUÇÃO DE MÁSCARAS, PARA ATENDER AÇÕES DE COMBATE AOS EFEITOS DO COVID-19.",5,0,6308.4
4/2020,Dispensa de Licitação,64140002400202090,160274,25 BATALHAO LOGISTICO(ES)-RJ,Rio de Janeiro/RJ,"AQUISIÇÃO DE INSUMOS PARA PRODUÇÃO DE MÁSCARAS, PARA ATENDER AÇÕES DE COMBATE AOS EFEITOS DO COVID-19.",6,0,6304.14
29/2020,Dispensa de Licitação,64124001486202031,160482,1A. BRIGADA DE INFANTARIA DE SELVA/RR,Boa Vista/RR,BALCÃO TÉRMICO QUENTE 8 CUBAS,1,0,6300
148/2020,Dispensa de Licitação,64582011321202017,160399,HOSPITAL MILITAR DE ÁREA DE PORTO ALEGRE,Porto Alegre/RS,"AQUISIÇÃO DE MATERIAL DE CONSUMO MÉDICO HOSPITALAR CONFORME SOLICITAÇÃO CONTIDA NA REQUISIÇÃO DE N:24/2020 DE 09 DE JUNHO DE 2020 DA CHEFIA DE ENFERMAGEM DO HMAPA.  ",3,0,6266.5
11/2020,Dispensa de Licitação,64031003228202029,160477,2 BATALHAO DE ENGENHARIA DE COMBATE,Pindamonhangaba/SP,ESTA DISPENSA DE LICITAÇÃO DESTINA-SE A AQUISIÇÃO DE MATERIAIS DE PROTEÇÃO INDIVIDUAL E HIGIENIZAÇÃO PARA ENFRENTAMENTO AO COVID-19.,3,0,6250
86/2020,Dispensa de Licitação,64590014048202037,160139,HOSPITAL DE GUARNICAO DE JOAO PESSOA,João Pessoa/PB,"AQUISIÇÃO DE MATERIAL DE CONSUMO HOSPITALAR PARA ATENDER DEMANDA PROVOCADA PELO COVID-19. A PRESENTE AQUISIÇÃO FAZ PARTE DAS MEDIDAS DE PROTEÇÃO PARA O ENFRENTAMENTO DA EMERGÊNCIA DE SAÚDE PÚBLICA DE IMPORTÂNCIA INTERNACIONAL DECORRENTE DO CORONAVÍRUS (COVID-19).  ",1,0,6200
40/2020,Dispensa de Licitação,6463300471/202014,160444,COMANDO 14 BRIGADA INFANTARIA MOTORIZADA,Florianópolis/SC,"A PRESENTE TEM POR FINALIDADE CUSTEAR DESPESAS COM CONTRATAÇÃO DE SERVIÇO DE MANUNTENÇÃO ESPECIALIZADA EM VIATURA SOCORRO, TOPO PRANCHA /GUINCHO, A AQUISIÇÃO TEM POR OBJETO PROVER O APOIO NECESSÁRIO EM TERMOS DE CONTINUIDADE A TRANSPORTES DE PACIENTES, MATERIAIS E PESSOAL EMPREGADO NO AMBITO DA OPERAÇÃO COVID 19, ESTANDO EM CONDIÇÕES DE ENFRENTAR EVENTUAIS PANES OU PROBLEMAS EM VIATURAS EXPANDIDO A CAPACIDADE DE ENFRENTAMENTO  À PANDEMIA ATUAL",1,0,6200
35/2020,Dispensa de Licitação,64121004462202064,160167,53 BATALHAO DE INFANTARIA DE SELVA,Itaituba/PA,"CONTRATAÇÃO DE SERVIÇOS GRÁFICOS, A FIM DE ATENDER A NECESSIDADES DO 53ºBIS NA OPERAÇÃO DE COMBATE AO CORONA VÍRUS.",5,0,6200
29/2020,Dispensa de Licitação,64582005427202035,160399,HOSPITAL MILITAR DE ÁREA DE PORTO ALEGRE,Porto Alegre/RS,"AQUISIÇÃO DE MATERIAL MÉDICO HOSPITALAR, CONFORME SOLICITAÇÃO CONTIDA NA REQUISIÇÃO Nº 06-CHEFE ENFERMAGEM, DE 27 DE MARÇO DE 2020.",1,0,6200
48/2020,Dispensa de Licitação,65345009647202001,160513,9º BATALHÃO DE MANUTENÇÃO,Campo Grande/MS,"AQUISIÇÕES DE INSUMOS PARA REALIZAR A MANUTENÇÃO DE VIATURAS DO 44º BI MTZ, UTILIZADAS EM PROL DA OPERAÇÃO CONTRA O COVID-19. ",9,0,6135.379999999999
56/2020,Dispensa de Licitação,64104005418202080,160156,44 BATALHAO DE INFANTARIA MOTORIZADO/MT,Cuiabá/MT,AQUISIÇÃO DE MATERIAL FARMACOLÓGICOS PARA ATENDER AS AÇÕES DE COMBATE AO COVID-19.,1,0,6075
58/2020,Dispensa de Licitação,582020,160277,31 GRUPO DE ARTILHARIA DE CAMPANHA(ES)-RJ,Rio de Janeiro/RJ,AQUISIÇÃO DE MATERIAL DE LIMPEZA - OPERAÇÃO COVID,12,0,6068.25
19/2020,Dispensa de Licitação,192020,160319,ESCOLA DE SAUDE DO EXERCITO/RJ,Rio de Janeiro/RJ,AQUISIÇÃO DE MATERIAL DE CONSUMO VISANDO ATENDER DESPESAS COM EMERGÊNCIAS MÉDICAS NO ENFRENTAMENTO DO COVID-19.,2,0,6055
13/2020,Dispensa de Licitação,64134002254202081,160055,16 BATALHAO LOGISTICO- MEX/DF,Brasília/DF,"AQUISIÇÃO DE MATERIAL PERMANENTE DE SAÚDE, PARA ENFRENTAMENTO DA COVID-19.",4,0,6040
31/2020,Dispensa de Licitação,65344006184202028,160323,HOSPITAL GERAL DO RIO DE JANEIRO,Rio de Janeiro/RJ,ASPIRADOR CIRÚRGICO EVOLUTION 5000 C FRASCO DE 5L E UM 3L  MD300 MEDICATE,2,0,6039.9
96/2020,Dispensa de Licitação,64584012564202014,160495,HOSPITAL MILITAR DE ÁREA DE SÃO PAULO,São Paulo/SP,AQUISIÇÃO DE MEDICAMENTOS PARA COVID-19 PARA A CAF (II).,1,0,6039
127/2020,Dispensa de Licitação,188,160531,ESCOLA DE APERFEICOAMENTO DE SARGENTOS,Cruz Alta/RS,AQUISIÇÃO DE MATERIAL DE CONSUMO P/ DEMANDAS DA SEÇ SAÚDE DESTE EE,8,0,6027
25/2020,Dispensa de Licitação,25/2020,160279,57 BATALHAO DE INFANTARIA MOTORIZADO(ES)-RJ,Rio de Janeiro/RJ,"SERVIÇOS GRÁFICOS E EDITORIAIS.  ",3,0,6000
30/2020,Dispensa de Licitação,64584008067202011,160495,HOSPITAL MILITAR DE ÁREA DE SÃO PAULO,São Paulo/SP,AQUISIÇÃO DE PROTETOR FACIAL INCOLOR.,1,0,6000
28/2020,Dispensa de Licitação,809140000130320,160479,6 GRUPO DE MISSEIS E FOGUETES,Formosa/GO,AQUISIÇÃO DE ÁLCOOL GEL,1,0,6000
47/2020,Dispensa de Licitação,64268006084202099,160346,COMANDO DE FRONTEIRA RONDONIA/6 BIS/MEX/RO,Guajará-Mirim/RO,"AQUISIÇÃO DE MATERIAL PARA MANUTENÇÃO CORRETIVA DOS MOTORES DE POPA DA SEÇÃO FLUVIAL DO BTL. ",6,0,5986.4
50/2020,Dispensa de Licitação,64170000448202014,160479,6 GRUPO DE MISSEIS E FOGUETES,Formosa/GO,"AQUISIÇÃO DE SUPRIMENTO PARA MANUTENÇÃO DAS VIATURAS EMPREGADAS NO COMBATE A COVID-19 ",34,0,5978
107/2020,Dispensa de Licitação,64.457.001.202,160466,COMANDO 11 BRIGADA INFANTARIA  BLINDADA,Campinas/SP,NUP  64457.001202/2020-45.  AQUISIÇÃO DE MATERIAL DE PROTEÇÃO PARA ENFRENTAMENTO DO COVID-19,2,0,5969.7
24/2020,Dispensa de Licitação,64383006046202028,160357,12 COMPANHIA DE COMUNICACOES,Alegrete/RS,AQUISIÇÃO DE MATERIAL DE PROTEÇÃO INDIVIDUAL CONTRA COVID-19.,1,0,5964
47/2020,Dispensa de Licitação,64590013096202016,160139,HOSPITAL DE GUARNICAO DE JOAO PESSOA,João Pessoa/PB,"AQUISIÇÃO DE MATERIAL DE CONSUMO HOSPITALAR PARA ATENDER DEMANDA PROVOCADA PELO COVID-19. A PRESENTE AQUISIÇÃO FAZ PARTE DAS MEDIDAS DE PROTEÇÃO PARA O ENFRENTAMENTO DA EMERGÊNCIA DE SAÚDE PÚBLICA DE IMPORTÂNCIA INTERNACIONAL DECORRENTE DO CORONAVÍRUS (COVID-19).  ",1,0,5954.4
50/2020,Dispensa de Licitação,64383007157202043,160357,12 COMPANHIA DE COMUNICACOES,Alegrete/RS,AQUISIÇÃO DE SUPRIMENTO E INSUMOS PARA MANUTENÇÃO DE VIATURAS NÃO BLINDADAS EMPREGADAS NA OPERAÇÃO COVID-19 NO ÂMBITO DO COMANDO MILITAR DO SUL.,14,0,5946
51/2020,Dispensa de Licitação,64419005050202014,160150,MEX-4 COMPANHIA ENGENHARIA CMB MEC/MS,Jardim/MS,"CONTRATAÇÃO DE SERVIÇOS DE DESINSETIZAÇÃO, DESRATIZAÇÃO, DEDETIZAÇÃO E DESCULPINIZAÇÃO NOS ALOJAMENTOS DA 4ª CIA E CMB MEC EM COMBATE AO CORONAVÍRUS.",1,0,5942.7
103/2020,Dispensa de Licitação,64582008718202085,160399,HOSPITAL MILITAR DE ÁREA DE PORTO ALEGRE,Porto Alegre/RS,AQUISIÇÃO DE MATERIAL DE CONSUMO MÉDICO HOSPITALAR CONFORME SOLICITAÇÃO CONTIDA NA REQUISIÇÃO DE N:435/2020 DE 02 DE JUNHO DE 2020 DA CENTRAL DE ABASTECIMENTO FARMACÊUTICO DO HMAPA.,2,0,5929.01
81/2020,Dispensa de Licitação,64261011151202057,160372,COMANDO DE ARTILHARIA DIVISIONARIA/3/RS,Cruz Alta/RS,"AQUISIÇÃO DE MÁQUINAS, EQUIPAMENTOS E UTENSÍLIOS DE OFICINA (449052-38) PARA O PMGUCA.",1,0,5904
46/2020,Dispensa de Licitação,64572004176202091,160479,6 GRUPO DE MISSEIS E FOGUETES,Formosa/GO,AQUISIÇÃO DE MATERIAL DE CONSUMO HOSPITALAR A SER APLICADO NO COMBATE AO COVID19,3,0,5900
45/2020,Dispensa de Licitação,6459100225202022,160168,HOSPITAL DE GUARNICAO DE MARABA,Marabá/PA,AQUISIÇÃO DE MATERIAL HOSPITALAR (VÁLVULA REGULADORA CILINDRO DE GÁS),1,0,5900
68/2020,Dispensa de Licitação,68/SALC/CMRJ/2020,160292,COLEGIO MILITAR DO RIO DE JANEIRO/RJ,Rio de Janeiro/RJ,AQUISIÇÃO DE MATERIAL DE CONSUMO PARA EMERGÊNCIA DO CORONAVÍRUS PARA ATENDER A DEMANDA DO CMRJ.,4,0,5890
69/2020,Dispensa de Licitação,69/SALC/CMRJ/2020,160292,COLEGIO MILITAR DO RIO DE JANEIRO/RJ,Rio de Janeiro/RJ,AQUISIÇÃO DE MATERIAL DE PROTEÇÃO E COMBATE AO COVID 19.,4,0,5890
53/2020,Dispensa de Licitação,64584009135202051,160495,HOSPITAL MILITAR DE ÁREA DE SÃO PAULO,São Paulo/SP,AQUISIÇÃO DE ÓCULOS DE PROTEÇÃO INCOLOR.,1,0,5888
21/2020,Dispensa de Licitação,64131001741202057,160354,10 BATALHAO LOGISTICO/RS,Alegrete/RS,AQUISIÇÃO DE AUTOCLAVE,1,0,5888
19/2020,Dispensa de Licitação,64066004053202070,160147,47 BATALHAO E INFANTARIA - MEX/MS,Coxim/MS,CUSTEAR DESPESAS COM AQUISIÇÃO DE MATERIAL DE PROTEÇÃO E SEGURANÇA (MÁSCARA DE TECIDO DUPLO; 100% ALGODÃO; LAVÁVEL; REUTILIZÁVEL; COM ELÁSTICO; TECIDO RESPIRÁVEL E TAMANHO ÚNICO). MATERIAL PARA COMBATE AO COVID-19.,1,0,5880
46/2020,Dispensa de Licitação,64598003292202002,160545,HOSPITAL DA G. S. GABRIEL DA CACHOEIRA,São Gabriel da Cachoeira/AM,AQUISIÇÃO DE MATERIAL DE PROTEÇÃO EPI PARA O HOSPITAL DE GUARNIÇÃO DE SÃO GABRIEL DA CACHOEIRA.,1,0,5850
55/2020,Dispensa de Licitação,64261010771202079,160372,COMANDO DE ARTILHARIA DIVISIONARIA/3/RS,Cruz Alta/RS,AQUISIÇÃO DE MATERIAL FARMACOLÓGICO (339030-09) PARA O PMGUCA.,1,0,5820
16/2020,Dispensa de Licitação,602020,160513,9º BATALHÃO DE MANUTENÇÃO,Campo Grande/MS,"AQUISIÇÕES DE INSUMOS E MATERIAL PARA A PRODUÇÃO DE EPI'S, PARA SUBSIDIAR AS AÇÕES E MEDIDAS DE CONTROLE DO NOVO CORONAVÍRUS (COVID-19).",2,0,5813.3
48/2020,Dispensa de Licitação,64598002798202096,160545,HOSPITAL DA G. S. GABRIEL DA CACHOEIRA,São Gabriel da Cachoeira/AM,AQUISIÇÃO DE MATERIAL DE LIMPEZA E EXPEDIENTE A FIM DE ATENDER AS AÇÕES DE COMBATE AO COVID-19.,10,0,5762
47/2020,Dispensa de Licitação,64373002386202091,160444,COMANDO 14 BRIGADA INFANTARIA MOTORIZADA,Florianópolis/SC,AQUISIÇÃO DE TOTEM PARA ALCOOL E GEL,1,0,5760
80/2020,Dispensa de Licitação,64687022641202088,160418,19 REGIMENTO DE CAVALARIA MECANIZADO/RS,Santa Rosa/RS,AQUISIÇÃO DE PNEUS PARA VIATURA MARRUÁ DA OM.,1,0,5760
94/2020,Dispensa de Licitação,54097008026202017,160173,MEX/31.BATALHAO DE INFANTARIA MOTORIZADO/PB,Campina Grande/PB,AQUISIÇÃO DE MATERIAL PARA ATENDER AS NECESSIDADES DO 31ºBIMTZ.,2,0,5760
14/2020,Dispensa de Licitação,64253010137202035,160046,COLEGIO MILITAR DE FORTALEZA/MEX - CE,Fortaleza/CE,PROVER O CMF COM AQUISIÇÃO DE MATERIAIS PARA O RETORNO DAS ATIVIDADES PRESENCIAIS COM EQUIPAMENTOS DE PROTEÇÃO INDIVIDUAIS PARA AÇÕES DO COLÉGIO MILITAR DE FORTALEZA CONTRA O COVID-19.,3,0,5749
51/2020,Dispensa de Licitação,64592003813202073,160345,HOSPITAL DE GUARNICAO DE NATAL,Natal/RN,MATERIAL DE LIMPEZA,3,0,5740
86/2020,Dispensa de Licitação,289/2020,160093,38  BATALHAO DE INFANTARIA/MEX/ES,Vila Velha/ES,"AQUISIÇÃO DE MATERIAIS DE PROTEÇÃO INDIVIDUAL (LUVAS E MACACÃO) PARA OS MILITARES DO 38º BATALHÃO DE INFANTARIA NAS AÇÕES DE ENFRENTAMENTO AO COVID-19.  ",4,0,5729.5
92/2020,Dispensa de Licitação,64097007941202087,160173,MEX/31.BATALHAO DE INFANTARIA MOTORIZADO/PB,Campina Grande/PB,PRESTAÇÃO DE SERVIÇO PARA ATENDER AS NECESSIDADES DO 31ºBIMTZ.,3,0,5690
177/2020,Dispensa de Licitação,64013035634920202,160457,BASE DE ADMINISTRACAO E APOIO DA 2A RM MEX/SP,São Paulo/SP,MATERIAL HOSPITALAR,1,0,5650
122/2020,Dispensa de Licitação,64142002905202096,160456,22 BATALHAO LOGISTICO,Barueri/SP,MATERIAL DE HIGIENIZAÇÃO.,3,0,5634
34/2020,Dispensa de Licitação,64683006340202047,160450,14 REGIMENTO DE CAVALARIA MECANIZADA,São Miguel D'Oeste/SC,AQUISIÇÃO DE BENS DE CONSUMO (EPI PARA PROTEÇÃO INDIVIDUAL DO EFETIVO EMPREGADO NA OPERAÇÃO COVID; MATÉRIA-PRIMA PARA CONFECÇÃO DE EPI PARA PROTEÇÃO INDIVIDUAL DO EFETIVO DA OM E MATERIAL HOSPITALAR.,5,0,5626.4
60/2020,Dispensa de Licitação,60/SALC/CMRJ/2020,160292,COLEGIO MILITAR DO RIO DE JANEIRO/RJ,Rio de Janeiro/RJ,AQUISIÇÃO DE MATERIAL CONSUMO PARA EMERGÊNCIA CORONAVÍRUS PARA ATENDER A DEMANDA DO CMRJ.,2,0,5600
44/2020,Dispensa de Licitação,64686010800202010,160131,MEX-17 REGIMENTO DE CAVALARIA MECANIZADO,Amambai/MS,ATENDER AS NECESSIDADES COM AQUISIÇÃO DE SERVIÇO DE MANUTENÇÃO E CONSERVAÇÃO DE BENS IMÓVEIS DAS INSTALAÇÕES DO 17° R C MEC.,4,0,5570.2
29/2020,Dispensa de Licitação,64251004283202041,160078,COLEGIO MILITAR DE CAMPO GRANDE,Campo Grande/MS,AQUISIÇÃO DE MATERIAIS PARA A EQUIPE DE DESINFECÇÃO DE ÁREAS E PREVENÇÃO À PANDEMIA DO COVID-19 PARA ATENDER AS NECESSIDADES DA SEÇÃO DE SAÚDE DO COLÉGIO MILITAR DE CAMPO GRANDE.,8,0,5562.200000000001
30/2020,Dispensa de Licitação,64582005426202091,160399,HOSPITAL MILITAR DE ÁREA DE PORTO ALEGRE,Porto Alegre/RS,"AQUISIÇÃO DE MATERIAL MÉDICO HOSPITALAR, CONFORME SOLICITAÇÃO CONTIDA NA REQUISIÇÃO Nº 07-CHEFE ENFERMAGEM, DE 30 DE MARÇO DE 2020.",1,0,5559.6
58/2020,Dispensa de Licitação,65308004750202001,160106,2 BATALHAO FERROVIÁRIO,Araguari/MG,AQUISIÇÃO DE MATERIAIS DE USO HOSPITALAR.,17,0,5547.700000000001
131/2020,Dispensa de Licitação,65326011773202046,160149,MEX-COMANDO 4.BRIGADA CAVALARIA MECANIZADA/MS,Dourados/MS,AQUISIÇÃO DE TESTE DE COVID-19. ATENDE PMGU - DOURADOS - MS.,1,0,5500
70/2020,Dispensa de Licitação,640.904.565.202.039,160379,9 BATALHAO DE INFANTARIA MOTORIZADO/RS,Pelotas/RS,MATERIAL HOSPITALAR-36.,1,0,5500
111/2020,Dispensa de Licitação,64063007608202034,160028,35 BATALHAO DE INFANTARIA,Feira de Santana/BA,"MATERIAL EQUIPAMENTO DE PROTEÇÃO INDIVIDUAL EPI  ÒCULOS AMPLA VISÃO  COM ELÁSTICO. MODELO EVOLUTION,  MASCARA /RESPIRADOR SEMI FACIAL COM FILTRO VO, GA.",2,0,5500
111/2020,Dispensa de Licitação,64070020796202028,160443,63 BATALHAO DE INFANTARIA,Florianópolis/SC,SERVIÇO TECNICO PROFISSIONAL,1,0,5500
37/2020,Dispensa de Licitação,64581024227202091,160020,HOSPITAL MILITAR DE ÁREA DE MANAUS,Manaus/AM,"AQUISIÇÃO DE MEDICAMENTOS PARA O HOSPITAL MILITAR DE ÁREA DE MANAUS, NAS AÇÕES DE ENFRENTAMENTO DA EMERGÊNCIA EM SAÚDE PÚBLICA DE IMPORTÂNCIA NACIONAL (ESPIN), EM DECORRÊNCIA DA INFECÇÃO HUMANA PELO NOVO CORONAVÍRUS (2019-NCOV).",1,0,5478
33/2020,Dispensa de Licitação,64484000145202050,160315,DIRETORIA DE PESQUISA E ESTUDOS DE PESSOAL,Rio de Janeiro/RJ,AQUISIÇÃO DE DISPENSER PARA ÁLCOOL EM GEL MODELO TOTEM COM ACIONAMENTO POR PEDAL,1,0,5469
26/2020,Dispensa de Licitação,64289025887202002,160364,COMANDO 3 BRIGADA DE CAVALARIA MECANIZADA/RS,Bagé/RS,"AQUISIÇÃO DE MATERIAL DESTINADO AO ENFRENTAMENTO DA EMERGÊNCIA DE SAÚDE PÚBLICA DE IMPORTÂNCIA INTERNACIONAL DECORRENTE DO NCOV-2019 (NOVO CORONAVÍRUS)  ",3,0,5465
25/2020,Dispensa de Licitação,64289025887202002,160364,COMANDO 3 BRIGADA DE CAVALARIA MECANIZADA/RS,Bagé/RS,AQUISIÇÃO DE MATERIAL DESTINADO AO ENFRENTAMENTO DA EMERGÊNCIA DE SAÚDE PÚBLICA DE IMPORTÂNCIA INTERNACIONAL DECORRENTE DO NCOV-2019 (NOVO CORONAVÍRUS),3,0,5465
23/2020,Dispensa de Licitação,23,160382,1 DIVISAO DE LEVANTAMENTO/RS,Porto Alegre/RS,MATERIAL DE LIMPEZA E PRODUTOS DE HIGIENIZAÇÃO,14,0,5461.5
28/2020,Dispensa de Licitação,64582005420202013,160399,HOSPITAL MILITAR DE ÁREA DE PORTO ALEGRE,Porto Alegre/RS,"AQUISIÇÃO DE MATERIAL MÉDICO HOSPITALAR, CONFORME SOLICIAÇÃO CONTIDA NA REQUISIÇÃO Nº 207-CAF, DE 30 DE MARÇO DE 2020.",2,0,5440
14/2020,Dispensa de Licitação,64575000030242020,160166,HOSPITAL GERAL DE BELEM,Belém/PA,CONTRATAÇÃO DE PESSOA JURÍDICA PARA MANUTENÇÃO DE EQUIPAMENTOS HOSPITALARES - COVID 19,5,0,5408.1
42/2020,Dispensa de Licitação,65345009545202088,160513,9º BATALHÃO DE MANUTENÇÃO,Campo Grande/MS,"SERVIÇOS DE MANUTENÇÃO DE VIATURAS DO 18º GAC, UTILIZADAS EM PROL DA OPERAÇÃO CONTRA O COVID-19.",8,0,5400
7/2020,Dispensa de Licitação,64335000824202021,160146,MEX-COMANDO DA 18 BRIGADA DE INF.FRONTEIRA/MS,Corumbá/MS,"PRESTAÇÃO DE SERVIÇO PARA ATENDER AS NECESSIDADES EM MANUTENÇÃO DE AMBULÂNCIA, DA CIA C DA 18ª BDA INF FRON, NO QUE TANGE AO APOIO A EXECUÇÃO DA OPERAÇÃO COVID19.",1,0,5400
39/2020,Dispensa de Licitação,64584008948202024,160495,HOSPITAL MILITAR DE ÁREA DE SÃO PAULO,São Paulo/SP,CONTRATAÇÃO DE SERVIÇOS NÃO CONTINUADOS DE MANUTENÇÃO CORRETIVA DE 03 (TRÊS) VENTILADORES MECÂNICOS RESPIRATÓRIOS MEDTRONIC.,1,0,5400
58/2020,Dispensa de Licitação,64584009458202045,160495,HOSPITAL MILITAR DE ÁREA DE SÃO PAULO,São Paulo/SP,AQUISIÇÃO DE SACOS DE ÓBITO.,1,0,5370
14/2020,Dispensa de Licitação,64134002290202045,160055,16 BATALHAO LOGISTICO- MEX/DF,Brasília/DF,AQUISIÇÃO DE MATERIAL PERMANENTE DE SAÚDE PARA AUXÍLIO NO ENFRENTAMENTO À COVID-19.,1,0,5365.36
135/2020,Dispensa de Licitação,65.372.002.780.202.000,160479,6 GRUPO DE MISSEIS E FOGUETES,Formosa/GO,AQUISIÇÃO DE MATERIAL PARA CONFECÇÃO DE MÁSCARAS.,1,0,5326.5
12/2020,Dispensa de Licitação,2020-11-01,160303,BASE DE ADMINIST. E APOIO DA 1ª REG. MILITAR,Rio de Janeiro/RJ,AQUISIÇÃO DE ÁLCOOL LÍQUIDO 70% COMO MEDIDA DE PREVENÇÃO AO COVID19.,1,0,5308.8
67/2020,Dispensa de Licitação,64660002263202014,160334,POLICLINICA MILITAR DO RIO DE JANEIRO/RJ,Rio de Janeiro/RJ,"MÁSCARA DESCARTÁVEL USO GERAL, MATERIAL: TNT (TECIDO NÃO TECIDO), TIPO FIXAÇÃO: ALÇAS EM ELÁSTICO NAS EXTREMIDADES, CARACTERÍSTICAS ADICIONAIS: PROTEÇÃO DE NARIZ E BOCA, COR: BRANCA.",1,0,5300
13/2020,Dispensa de Licitação,64681004238202027,160383,12 REGIMENTO DE CAVALARIA MECANIZADO/RS,Jaguarão/RS,"AQUISIÇÃO DE ÁLCCOL ETÍLICO, TEOR ALCOÓLICO 70% V/V, COMPOSIÇÃO BÁSICA COM EMOLIENTE, FORMA FARMACÊUTICA GEL.",1,0,5299.92
147/2020,Dispensa de Licitação,64683009631202097,160450,14 REGIMENTO DE CAVALARIA MECANIZADA,São Miguel D'Oeste/SC,AQUISIÇÃO DE EPI´S PARA PROTEÇÃO INDIVIDUAL DO EFETIVO EMPREGADO NO COMBATE AO NOVO CORONAVÍRUS.,1,0,5265
27/2020,Dispensa de Licitação,64675006335202033,160363,3 REGIMENTO DE CAVALARIA MECANIZADO/RS,Bagé/RS,AQUISIÇÃO DE MATERIAL PARA PROTEÇÃO INDIVIDUAL DE CIVIS E MILITARES DURANTE AS AÇÕES DE COMBATE E PREVENÇÃO À PANDEMIA DO COVID-19.,3,0,5264
73/2020,Dispensa de Licitação,65345011151202090,160513,9º BATALHÃO DE MANUTENÇÃO,Campo Grande/MS,AQUISIÇÕES DE TAPETES VISANDO UMA MAIOR SEGURANÇA NO COMBATE AO COVID-19.,2,0,5250
42/2020,Dispensa de Licitação,64373002313202007,160444,COMANDO 14 BRIGADA INFANTARIA MOTORIZADA,Florianópolis/SC,"TOTENS DE IDENTIFICAÇÃO PARA APLICAÇÃO DE ÁLCOOL EM GEL. REVESTIMENTO EM MDF, LAMINADO, COM SISTEMA DE ACIONAMENTO POR PEDAL LIBERANDO A DOSAGEM CORRETA DE ÁLCOOL EM GEL, COM RESERVATÓRIO INTERNO PARA ACONDICIONAR DO ÁLCOOL EM GEL. DIMENSÕES 140CM X 40CM. FINALIDADE: REFORÇAR A HIGIENE NAS MEDIDAS PREVENTIVAS NO COMBATE AO COVID-19 PARA PROTEÇÃO DOS MILITARES DESTA ORGANIZAÇÃO MILITAR.",1,0,5235
166/2020,Dispensa de Licitação,64526008080202057,160378,16º ESQUADRAO DE CAVALARIA MECANIZADO/PR,Francisco Beltrão/PR,VISANDO AQUISIÇÃO DE MATERIAL DE PROTEÇÃO E SEGURANÇA EM FAVOR AO 16º ESQD C MEC.,1,0,5234.8
53/2020,Dispensa de Licitação,80907008326202062,160386,3 BATALHAO DE POLICIA DO EXERCITO/RS,Porto Alegre/RS,AQUISIÇÃO DE MATERIAL HOSPITALAR EM DECORRÊNCIA DA INFECÇÃO PELO NOVO CORONAVÍRUS (2019-NCOV).,3,0,5227.5
67/2020,Dispensa de Licitação,64658003260202047,160400,POLICLINICA MILITAR DE PORTO ALEGRE/RS,Porto Alegre/RS,AQUISIÇÃO DE INSUMOS PARA ENFRENTAMENTO DA PANDEMIA COVID-19 (MÁSCARA N95/PFF2).,1,0,5200
92/2020,Dispensa de Licitação,64013013092202083,160457,BASE DE ADMINISTRACAO E APOIO DA 2A RM MEX/SP,São Paulo/SP,MANUTENÇÃO E CONSERVAÇÃO DE VEÍCULOS.,15,0,5200
53/2020,Dispensa de Licitação,64666001860202071,160431,4 REGIMENTO DE CAVALARIA BLINDADO/RS,SAO LUIZ GONZAGA/RS,AQUISIÇÃO DE MATERIAL DESTINADO A ATENDER DESPESAS COM MANUTENÇÃO E CONSERVAÇÃO DE VEÍCULOS (SI-39).,4,0,5184
25/2020,Dispensa de Licitação,64084004466202036,160498,2 BATALHAO DE INFANTARIA LEVE,São Vicente/SP,AQUISIÇÃO DE MÁQUINAS E EQUIPAMENTOS ENERGÉTICOS PARA CUSTEAR DESPESAS COM MATERIAL PERMANENTE PARA ATENDER AÇÕES DE ENFRENTAMENTO AOS EFEITOS DA COVID-19.,1,0,5140
47/2020,Dispensa de Licitação,64140005350202001,160274,25 BATALHAO LOGISTICO(ES)-RJ,Rio de Janeiro/RJ,AQUISIÇÃO DE PEÇA PARA A MANUTENÇÃO DE VIATURA COM A FINALIDADE DE APOIO NO COMBATE AO COVID-19.,1,0,5140
12/2020,Dispensa de Licitação,64134002253202037,160055,16 BATALHAO LOGISTICO- MEX/DF,Brasília/DF,"AQUISIÇÃO DE MATERIAL DE CONSUMO PARA CONFECÇÃO DE MÁSCARAS DE PROTEÇÃO, COMO MEDIDA DE ENFRENTAMENTO À COVID-19.",2,0,5128.339999999999
8/2020,Dispensa de Licitação,80763011100202021,160303,BASE DE ADMINIST. E APOIO DA 1ª REG. MILITAR,Rio de Janeiro/RJ,AQUISIÇÃO DE MATERIAL DE CONSUMO TENDO EM VISTA AS MEDIDAS PARA PREVENÇÃO AO CORONAVÍRUS.,2,0,5125
